,Incident ID,Category,Description,Day,Date,Time,District,Latitude,Longitude
902,180347231,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,2018-05-1,02:13,MISSION,-122.42173376776307,37.76329969459384
903,180347225,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,2018-05-1,02:07,MISSION,-122.43046631421667,37.760760560539524
904,180349083,MISSING PERSON,MISSING ADULT,Thursday,2018-05-1,02:00,SOUTHERN,-122.40787711735226,37.780387501355456
905,180348524,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,2018-05-1,01:30,NORTHERN,-122.43283279920502,37.775624967277246
906,186107065,NON-CRIMINAL,LOST PROPERTY,Thursday,2018-05-1,01:30,CENTRAL,-122.40784335615047,37.797777359358946
907,180347219,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Thursday,2018-05-1,01:26,CENTRAL,-122.40803483031091,37.790740154486805
908,180347219,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,01:26,CENTRAL,-122.40803483031091,37.790740154486805
909,180347162,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,2018-05-1,01:10,RICHMOND,-122.4503937175698,37.786081732229334
910,180347162,ASSAULT,BATTERY,Thursday,2018-05-1,01:10,RICHMOND,-122.4503937175698,37.786081732229334
911,180347162,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,2018-05-1,01:10,RICHMOND,-122.4503937175698,37.786081732229334
912,180348552,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,2018-05-1,01:00,SOUTHERN,-122.41244737312421,37.775633673443025
913,180349221,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,2018-05-1,00:49,SOUTHERN,-122.4001947689442,37.79005279360162
914,180349221,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,2018-05-1,00:49,SOUTHERN,-122.4001947689442,37.79005279360162
915,180347184,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,2018-05-09,23:27,BAYVIEW,-122.38224702086337,37.73450251517082
916,180347087,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,2018-05-09,23:08,MISSION,-122.43577384639478,37.76245918462147
917,180347112,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,2018-05-09,23:05,NORTHERN,-122.41844594625245,37.788218450765065
918,180347065,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,2018-05-09,23:03,PARK,-122.44525613456415,37.75853929647127
919,180347065,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,2018-05-09,23:03,PARK,-122.44525613456415,37.75853929647127
920,180347065,ASSAULT,FALSE IMPRISONMENT,Wednesday,2018-05-09,23:03,PARK,-122.44525613456415,37.75853929647127
921,180347156,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,23:00,BAYVIEW,-122.41054615067337,37.727204935352596
922,180347043,GAMBLING,GAMBLING,Wednesday,2018-05-09,22:53,BAYVIEW,-122.390689582557,37.73521722800767
923,180349431,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,2018-05-09,22:53,NORTHERN,-122.43604249714156,37.80365566264842
924,180347015,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,2018-05-09,22:15,TARAVAL,-122.45611845039215,37.7127646038059
925,180347106,ASSAULT,BATTERY,Wednesday,2018-05-09,22:15,INGLESIDE,-122.40296132423939,37.712119503905704
926,186106534,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,2018-05-09,22:10,CENTRAL,-122.39670853026048,37.79787288559331
927,180346998,ASSAULT,BATTERY,Wednesday,2018-05-09,22:00,TENDERLOIN,-122.41256941508577,37.785895506156876
928,180347190,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,22:00,PARK,-122.43518769934855,37.76267027708723
929,180347560,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,2018-05-09,22:00,CENTRAL,-122.39937050854303,37.793228430479694
930,180347560,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,2018-05-09,22:00,CENTRAL,-122.39937050854303,37.793228430479694
931,180347582,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,2018-05-09,22:00,PARK,-122.43572753046753,37.772881989346615
932,180347899,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,22:00,CENTRAL,-122.41195308361146,37.80582429492737
933,180349754,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,2018-05-09,22:00,INGLESIDE,-122.40764043635961,37.717558092701545
934,180347059,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,21:52,RICHMOND,-122.476719025527,37.780579794316736
935,180346910,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,2018-05-09,21:49,INGLESIDE,-122.43978437150564,37.71594115105576
936,180346904,ASSAULT,BATTERY,Wednesday,2018-05-09,21:45,MISSION,-122.42363730204801,37.76486666510429
937,180346879,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,2018-05-09,21:42,CENTRAL,-122.41729532252627,37.7862578545865
938,180346976,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,2018-05-09,21:42,NORTHERN,-122.43686333760363,37.79961996899933
939,180346976,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,2018-05-09,21:42,NORTHERN,-122.43686333760363,37.79961996899933
940,180347548,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,2018-05-09,21:40,CENTRAL,-122.4097256717547,37.79473819671307
941,180346885,ASSAULT,BATTERY,Wednesday,2018-05-09,21:34,TENDERLOIN,-122.4138200701762,37.78573829503221
942,186106998,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,2018-05-09,21:30,MISSION,-122.43088258185499,37.76437255769694
943,180346857,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,2018-05-09,21:17,MISSION,-122.41829609443685,37.75142848567855
944,180346794,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,2018-05-09,21:16,MISSION,-122.42173376776307,37.76329969459384
945,180346794,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,2018-05-09,21:16,MISSION,-122.42173376776307,37.76329969459384
946,180346813,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,2018-05-09,21:15,CENTRAL,-122.40529168000938,37.79690855288681
947,180348687,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,2018-05-09,21:15,TARAVAL,-122.47265788059235,37.731489763474244
948,180346829,TRESPASS,TRESPASSING,Wednesday,2018-05-09,21:05,MISSION,-122.42090846898414,37.76577666211976
949,180346829,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,2018-05-09,21:05,MISSION,-122.42090846898414,37.76577666211976
950,180346766,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,2018-05-09,21:04,TENDERLOIN,-122.41180013475322,37.784089036686844
951,180346766,ASSAULT,THREATS AGAINST LIFE,Wednesday,2018-05-09,21:04,TENDERLOIN,-122.41180013475322,37.784089036686844
952,180350193,NON-CRIMINAL,FOUND PROPERTY,Wednesday,2018-05-09,21:00,NORTHERN,-122.43950494479694,37.8004024933613
953,186106540,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,2018-05-09,21:00,SOUTHERN,-122.40340479147905,37.775420706711
954,180346807,ASSAULT,BATTERY,Wednesday,2018-05-09,20:50,MISSION,-122.4344469286674,37.76086706716649
955,180346807,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,2018-05-09,20:50,MISSION,-122.4344469286674,37.76086706716649
956,180346750,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,2018-05-09,20:46,TARAVAL,-122.5016403055503,37.75965955250056
957,180346631,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,2018-05-09,20:40,INGLESIDE,-122.4342292004742,37.73301995227099
958,180346631,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,2018-05-09,20:40,INGLESIDE,-122.4342292004742,37.73301995227099
959,180349873,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,2018-05-09,20:31,CENTRAL,-122.40838427554218,37.78782711372249
960,180346716,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,20:30,PARK,-122.44444128636269,37.78267771790271
961,180347037,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,20:30,NORTHERN,-122.43308416683661,37.78514991615374
962,180347071,FRAUD,"FALSE PRETENSES, GRAND THEFT",Wednesday,2018-05-09,20:30,CENTRAL,-122.40102737710474,37.7981172349798
963,186106700,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,20:30,NORTHERN,-122.43950494479694,37.8004024933613
964,180346841,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,20:28,CENTRAL,-122.40604615148024,37.79604394979805
965,180346697,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,2018-05-09,20:24,NORTHERN,-122.43627532477821,37.800812664568205
966,180346619,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,2018-05-09,20:20,CENTRAL,-122.41053462136412,37.80061562136874
967,180346772,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,2018-05-09,20:11,RICHMOND,-122.46293809838626,37.77819604570915
968,180346590,WARRANTS,WARRANT ARREST,Wednesday,2018-05-09,20:08,TENDERLOIN,-122.41474383538245,37.778719262789004
969,180347770,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,2018-05-09,20:07,SOUTHERN,-122.40360451534436,37.78052037103218
970,180346584,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,2018-05-09,20:04,INGLESIDE,-122.41714480239858,37.7121502932531
971,180346744,TRESPASS,TRESPASSING,Wednesday,2018-05-09,20:00,SOUTHERN,-122.42218826142579,37.77269482368613
972,180347178,ASSAULT,BATTERY,Wednesday,2018-05-09,20:00,MISSION,-122.41560549623681,37.767717752066474
973,180348778,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,2018-05-09,20:00,MISSION,-122.4283553666517,37.76125771134144
974,180346722,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,2018-05-09,19:51,TARAVAL,-122.49206801733959,37.71436154987557
975,180346722,WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Wednesday,2018-05-09,19:51,TARAVAL,-122.49206801733959,37.71436154987557
976,180346722,OTHER OFFENSES,RESISTING ARREST,Wednesday,2018-05-09,19:51,TARAVAL,-122.49206801733959,37.71436154987557
977,180346722,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,2018-05-09,19:51,TARAVAL,-122.49206801733959,37.71436154987557
978,180346722,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Wednesday,2018-05-09,19:51,TARAVAL,-122.49206801733959,37.71436154987557
979,180346603,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,2018-05-09,19:45,BAYVIEW,-122.39858071654406,37.7542876781547
980,180346603,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,2018-05-09,19:45,BAYVIEW,-122.39858071654406,37.7542876781547
981,180346603,BRIBERY,"DISSUADING WITNESS, VICTIM",Wednesday,2018-05-09,19:45,BAYVIEW,-122.39858071654406,37.7542876781547
982,180348079,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,2018-05-09,19:45,NORTHERN,-122.41956049109513,37.79302965337627
983,180347093,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,19:30,SOUTHERN,-122.41368110949522,37.77712148854624
984,180346960,MISSING PERSON,FOUND PERSON,Wednesday,2018-05-09,19:17,MISSION,-122.41530838881565,37.76531613563503
985,180346932,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,19:15,CENTRAL,-122.40696880814671,37.79321819474421
986,180346459,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,2018-05-09,19:14,NORTHERN,-122.41836018197363,37.78314989782107
987,180346459,OTHER OFFENSES,RESISTING ARREST,Wednesday,2018-05-09,19:14,NORTHERN,-122.41836018197363,37.78314989782107
988,180346700,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,19:00,MISSION,-122.42695563170949,37.769247063207025
989,180346835,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,2018-05-09,19:00,MISSION,-122.43499478308867,37.76006971065671
990,180357519,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,2018-05-09,19:00,CENTRAL,-122.41047436517113,37.806495689866985
991,186106512,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,19:00,RICHMOND,-122.48100331712078,37.78038213077566
992,180346368,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2018-05-09,18:44,MISSION,-122.42695563170949,37.769247063207025
993,180346396,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Wednesday,2018-05-09,18:37,SOUTHERN,-122.40096687740593,37.78774902525282
994,180346346,ASSAULT,BATTERY,Wednesday,2018-05-09,18:35,CENTRAL,-122.40987662253222,37.78714880797902
995,180346302,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,2018-05-09,18:33,MISSION,-122.40952991327822,37.76571843952822
996,180346302,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,2018-05-09,18:33,MISSION,-122.40952991327822,37.76571843952822
997,180346647,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,2018-05-09,18:30,NORTHERN,-122.42254055417368,37.78690886580222
998,180348035,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,2018-05-09,18:30,MISSION,-122.41967178029562,37.76505012146682
999,180346374,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Wednesday,2018-05-09,18:15,BAYVIEW,-122.40257121696409,37.764125907520146
